Date,File Path,Keywords Found
13-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/13-March-1987_Lok Sabha Debates.pdf,drugs
4-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/4-March-1987_Lok Sabha Debates.pdf,drugs
20-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/20-March-1987_Lok Sabha Debates.pdf,drugs
9-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/9-March-1987_Lok Sabha Debates.pdf,drugs
10-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/10-March-1987_Lok Sabha Debates.pdf,"drugs, sex"
19-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/19-March-1987_Lok Sabha Debates.pdf,"drugs, sex"
2-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/2-March-1987_Lok Sabha Debates.pdf,No keywords found
26-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/26-March-1987_Lok Sabha Debates.pdf,No keywords found
24-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/24-March-1987_Lok Sabha Debates.pdf,drugs
27-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/27-March-1987_Lok Sabha Debates.pdf,No keywords found
25-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/25-March-1987_Lok Sabha Debates.pdf,drugs
3-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/3-April-1987_Lok Sabha Debates.pdf,"drugs, sex"
31-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/31-March-1987_Lok Sabha Debates.pdf,No keywords found
10-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/10-April-1987_Lok Sabha Debates.pdf,drugs
18-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/18-March-1987_Lok Sabha Debates.pdf,drugs
9-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/9-April-1987_Lok Sabha Debates.pdf,drugs
12-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/12-March-1987_Lok Sabha Debates.pdf,"drugs, sex"
2-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/2-April-1987_Lok Sabha Debates.pdf,"drugs, sex"
8-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/8-April-1987_Lok Sabha Debates.pdf,drugs
1-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/1-April-1987_Lok Sabha Debates.pdf,sex
20-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/20-April-1987_Lok Sabha Debates.pdf,No keywords found
21-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/21-April-1987_Lok Sabha Debates.pdf,"drugs, sex"
27-July-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/27-July-1987_Lok Sabha Debates.pdf,No keywords found
6-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/6-April-1987_Lok Sabha Debates.pdf,No keywords found
24-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/24-April-1987_Lok Sabha Debates.pdf,drugs
27-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/27-April-1987_Lok Sabha Debates.pdf,"drugs, sex"
23-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/23-April-1987_Lok Sabha Debates.pdf,"abortion, drugs, sex"
22-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/22-April-1987_Lok Sabha Debates.pdf,drugs
16-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/16-April-1987_Lok Sabha Debates.pdf,"abortion, drugs, sex"
29-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/29-April-1987_Lok Sabha Debates.pdf,drugs
28-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/28-April-1987_Lok Sabha Debates.pdf,drugs
12-May-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/12-May-1987_Lok Sabha Debates.pdf,No keywords found
11-May-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/11-May-1987_Lok Sabha Debates.pdf,No keywords found
30-March-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/30-March-1987_Lok Sabha Debates.pdf,No keywords found
6-May-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/6-May-1987_Lok Sabha Debates.pdf,No keywords found
15-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/15-April-1987_Lok Sabha Debates.pdf,drugs
5-May-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/5-May-1987_Lok Sabha Debates.pdf,drugs
4-May-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/4-May-1987_Lok Sabha Debates.pdf,drugs
29-July-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/29-July-1987_Lok Sabha Debates.pdf,drugs
8-May-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/8-May-1987_Lok Sabha Debates.pdf,drugs
30-April-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/30-April-1987_Lok Sabha Debates.pdf,"abortion, drugs, sex"
7-May-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/7-May-1987_Lok Sabha Debates.pdf,"drugs, sex"
30-July-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/30-July-1987_Lok Sabha Debates.pdf,"drugs, sex"
31-July-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/31-July-1987_Lok Sabha Debates.pdf,No keywords found
7-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/7-August-1987_Lok Sabha Debates.pdf,drugs
3-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/3-August-1987_Lok Sabha Debates.pdf,sex
4-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/4-August-1987_Lok Sabha Debates.pdf,drugs
13-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/13-August-1987_Lok Sabha Debates.pdf,drugs
10-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/10-August-1987_Lok Sabha Debates.pdf,drugs
14-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/14-August-1987_Lok Sabha Debates.pdf,drugs
6-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/6-August-1987_Lok Sabha Debates.pdf,"drugs, sex"
28-July-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/28-July-1987_Lok Sabha Debates.pdf,"abortion, drugs"
12-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/12-August-1987_Lok Sabha Debates.pdf,drugs
11-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/11-August-1987_Lok Sabha Debates.pdf,drugs
21-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/21-August-1987_Lok Sabha Debates.pdf,drugs
20-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/20-August-1987_Lok Sabha Debates.pdf,"drugs, sex"
17-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/17-August-1987_Lok Sabha Debates.pdf,No keywords found
27-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/27-August-1987_Lok Sabha Debates.pdf,"drugs, sex"
18-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/18-August-1987_Lok Sabha Debates.pdf,"drugs, sex"
25-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/25-August-1987_Lok Sabha Debates.pdf,drugs
27-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/27-November-1987_Lok Sabha Debates.pdf,No keywords found
19-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/19-August-1987_Lok Sabha Debates.pdf,No keywords found
28-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/28-August-1987_Lok Sabha Debates.pdf,drugs
12-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/12-November-1987_Lok Sabha Debates.pdf,"drugs, sex"
26-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/26-August-1987_Lok Sabha Debates.pdf,"drugs, sex"
16-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/16-November-1987_Lok Sabha Debates.pdf,sex
18-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/18-November-1987_Lok Sabha Debates.pdf,drugs
13-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/13-November-1987_Lok Sabha Debates.pdf,"drugs, sex"
6-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/6-November-1987_Lok Sabha Debates.pdf,drugs
11-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/11-November-1987_Lok Sabha Debates.pdf,drugs
20-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/20-November-1987_Lok Sabha Debates.pdf,drugs
10-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/10-November-1987_Lok Sabha Debates.pdf,drugs
24-August-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/24-August-1987_Lok Sabha Debates.pdf,sex
19-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/19-November-1987_Lok Sabha Debates.pdf,drugs
25-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/25-November-1987_Lok Sabha Debates.pdf,drugs
9-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/9-November-1987_Lok Sabha Debates.pdf,sex
17-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/17-November-1987_Lok Sabha Debates.pdf,drugs
26-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/26-November-1987_Lok Sabha Debates.pdf,"drugs, sex"
24-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/24-November-1987_Lok Sabha Debates.pdf,drugs
22-February-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/22-February-1988_Lok Sabha Debates.pdf,drugs
23-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/23-November-1987_Lok Sabha Debates.pdf,"drugs, sex"
1-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/1-December-1987_Lok Sabha Debates.pdf,drugs
2-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/2-December-1987_Lok Sabha Debates.pdf,No keywords found
15-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/15-December-1987_Lok Sabha Debates.pdf,sex
4-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/4-December-1987_Lok Sabha Debates.pdf,"drugs, sex"
9-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/9-December-1987_Lok Sabha Debates.pdf,"drugs, sex"
14-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/14-December-1987_Lok Sabha Debates.pdf,No keywords found
30-November-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/30-November-1987_Lok Sabha Debates.pdf,"drugs, sex"
7-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/7-December-1987_Lok Sabha Debates.pdf,sex
3-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/3-December-1987_Lok Sabha Debates.pdf,drugs
11-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/11-December-1987_Lok Sabha Debates.pdf,drugs
24-February-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/24-February-1988_Lok Sabha Debates.pdf,drugs
8-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/8-December-1987_Lok Sabha Debates.pdf,drugs
26-February-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/26-February-1988_Lok Sabha Debates.pdf,drugs
25-February-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/25-February-1988_Lok Sabha Debates.pdf,"drugs, sex"
2-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/2-March-1988_Lok Sabha Debates.pdf,"abortion, drugs, sex"
25-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/25-March-1988_Lok Sabha Debates.pdf,No keywords found
10-December-1987,/Users/Aaryan/Desktop/Lok Sabha Debates/1987/10-December-1987_Lok Sabha Debates.pdf,"drugs, sex"
9-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/9-March-1988_Lok Sabha Debates.pdf,drugs
1-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/1-March-1988_Lok Sabha Debates.pdf,drugs
28-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/28-March-1988_Lok Sabha Debates.pdf,No keywords found
23-February-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/23-February-1988_Lok Sabha Debates.pdf,drugs
8-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/8-March-1988_Lok Sabha Debates.pdf,"drugs, sex"
29-February-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/29-February-1988_Lok Sabha Debates.pdf,"drugs, sex"
11-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/11-March-1988_Lok Sabha Debates.pdf,drugs
10-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/10-March-1988_Lok Sabha Debates.pdf,"abortion, drugs, sex"
14-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/14-March-1988_Lok Sabha Debates.pdf,drugs
15-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/15-March-1988_Lok Sabha Debates.pdf,drugs
21-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/21-March-1988_Lok Sabha Debates.pdf,sex
18-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/18-March-1988_Lok Sabha Debates.pdf,drugs
17-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/17-March-1988_Lok Sabha Debates.pdf,"drugs, sex"
4-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/4-April-1988_Lok Sabha Debates.pdf,sex
22-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/22-March-1988_Lok Sabha Debates.pdf,drugs
30-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/30-March-1988_Lok Sabha Debates.pdf,drugs
16-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/16-March-1988_Lok Sabha Debates.pdf,drugs
7-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/7-March-1988_Lok Sabha Debates.pdf,drugs
11-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/11-April-1988_Lok Sabha Debates.pdf,drugs
6-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/6-April-1988_Lok Sabha Debates.pdf,"drugs, sex"
2-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/2-May-1988_Lok Sabha Debates.pdf,No keywords found
24-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/24-March-1988_Lok Sabha Debates.pdf,drugs
3-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/3-May-1988_Lok Sabha Debates.pdf,No keywords found
4-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/4-May-1988_Lok Sabha Debates.pdf,No keywords found
29-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/29-March-1988_Lok Sabha Debates.pdf,"drugs, sex"
5-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/5-April-1988_Lok Sabha Debates.pdf,drugs
11-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/11-May-1988_Lok Sabha Debates.pdf,No keywords found
23-March-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/23-March-1988_Lok Sabha Debates.pdf,drugs
8-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/8-April-1988_Lok Sabha Debates.pdf,"drugs, sex"
13-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/13-May-1988_Lok Sabha Debates.pdf,drugs
25-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/25-April-1988_Lok Sabha Debates.pdf,"drugs, sex"
22-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/22-April-1988_Lok Sabha Debates.pdf,"drugs, sex"
7-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/7-April-1988_Lok Sabha Debates.pdf,"drugs, sex"
26-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/26-April-1988_Lok Sabha Debates.pdf,drugs
19-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/19-April-1988_Lok Sabha Debates.pdf,drugs
12-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/12-April-1988_Lok Sabha Debates.pdf,drugs
21-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/21-April-1988_Lok Sabha Debates.pdf,"drugs, sex"
27-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/27-April-1988_Lok Sabha Debates.pdf,"drugs, sex"
20-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/20-April-1988_Lok Sabha Debates.pdf,"drugs, sex"
6-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/6-May-1988_Lok Sabha Debates.pdf,drugs
27-July-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/27-July-1988_Lok Sabha Debates.pdf,drugs
28-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/28-April-1988_Lok Sabha Debates.pdf,"abortion, drugs"
5-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/5-May-1988_Lok Sabha Debates.pdf,drugs
28-July-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/28-July-1988_Lok Sabha Debates.pdf,sex
9-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/9-May-1988_Lok Sabha Debates.pdf,drugs
29-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/29-April-1988_Lok Sabha Debates.pdf,drugs
29-July-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/29-July-1988_Lok Sabha Debates.pdf,drugs
10-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/10-May-1988_Lok Sabha Debates.pdf,drugs
12-May-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/12-May-1988_Lok Sabha Debates.pdf,"drugs, sex"
18-April-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/18-April-1988_Lok Sabha Debates.pdf,drugs
1-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/1-August-1988_Lok Sabha Debates.pdf,"drugs, sex"
10-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/10-August-1988_Lok Sabha Debates.pdf,drugs
8-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/8-August-1988_Lok Sabha Debates.pdf,drugs
2-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/2-August-1988_Lok Sabha Debates.pdf,drugs
3-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/3-August-1988_Lok Sabha Debates.pdf,drugs
5-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/5-August-1988_Lok Sabha Debates.pdf,"drugs, sex"
4-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/4-August-1988_Lok Sabha Debates.pdf,No keywords found
17-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/17-August-1988_Lok Sabha Debates.pdf,drugs
12-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/12-August-1988_Lok Sabha Debates.pdf,drugs
2-September-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/2-September-1988_Lok Sabha Debates.pdf,No keywords found
11-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/11-August-1988_Lok Sabha Debates.pdf,"drugs, sex"
16-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/16-August-1988_Lok Sabha Debates.pdf,"drugs, sex"
18-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/18-August-1988_Lok Sabha Debates.pdf,drugs
9-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/9-August-1988_Lok Sabha Debates.pdf,drugs
19-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/19-August-1988_Lok Sabha Debates.pdf,"drugs, sex"
2-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/2-November-1988_Lok Sabha Debates.pdf,drugs
22-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/22-August-1988_Lok Sabha Debates.pdf,drugs
29-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/29-August-1988_Lok Sabha Debates.pdf,"drugs, sex"
31-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/31-August-1988_Lok Sabha Debates.pdf,drugs
1-September-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/1-September-1988_Lok Sabha Debates.pdf,"drugs, sex"
3-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/3-November-1988_Lok Sabha Debates.pdf,drugs
23-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/23-August-1988_Lok Sabha Debates.pdf,drugs
12-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/12-December-1988_Lok Sabha Debates.pdf,No keywords found
5-September-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/5-September-1988_Lok Sabha Debates.pdf,"drugs, sex"
21-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/21-November-1988_Lok Sabha Debates.pdf,"abortion, drugs"
4-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/4-November-1988_Lok Sabha Debates.pdf,"drugs, sex"
16-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/16-November-1988_Lok Sabha Debates.pdf,"abortion, drugs, sex"
30-August-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/30-August-1988_Lok Sabha Debates.pdf,drugs
28-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/28-November-1988_Lok Sabha Debates.pdf,drugs
15-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/15-November-1988_Lok Sabha Debates.pdf,drugs
13-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/13-December-1988_Lok Sabha Debates.pdf,drugs
18-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/18-November-1988_Lok Sabha Debates.pdf,drugs
22-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/22-November-1988_Lok Sabha Debates.pdf,drugs
24-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/24-November-1988_Lok Sabha Debates.pdf,"drugs, sex"
17-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/17-November-1988_Lok Sabha Debates.pdf,drugs
21-February-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/21-February-1989_Lok Sabha Debates.pdf,No keywords found
25-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/25-November-1988_Lok Sabha Debates.pdf,drugs
14-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/14-December-1988_Lok Sabha Debates.pdf,drugs
16-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/16-December-1988_Lok Sabha Debates.pdf,drugs
15-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/15-December-1988_Lok Sabha Debates.pdf,"drugs, sex"
2-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/2-December-1988_Lok Sabha Debates.pdf,"drugs, sex"
29-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/29-November-1988_Lok Sabha Debates.pdf,"drugs, sex"
1-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/1-December-1988_Lok Sabha Debates.pdf,sex
5-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/5-December-1988_Lok Sabha Debates.pdf,No keywords found
7-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/7-December-1988_Lok Sabha Debates.pdf,"abortion, drugs, sex"
30-November-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/30-November-1988_Lok Sabha Debates.pdf,drugs
24-February-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/24-February-1989_Lok Sabha Debates.pdf,drugs
2-March-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/2-March-1989_Lok Sabha Debates.pdf,drugs
1-March-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/1-March-1989_Lok Sabha Debates.pdf,"drugs, sex"
22-February-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/22-February-1989_Lok Sabha Debates.pdf,"drugs, sex"
6-December-1988,/Users/Aaryan/Desktop/Lok Sabha Debates/1988/6-December-1988_Lok Sabha Debates.pdf,drugs
8-March-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/8-March-1989_Lok Sabha Debates.pdf,drugs
3-March-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/3-March-1989_Lok Sabha Debates.pdf,drugs
28-February-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/28-February-1989_Lok Sabha Debates.pdf,drugs
23-February-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/23-February-1989_Lok Sabha Debates.pdf,"drugs, sex"
27-February-1989,/Users/Aaryan/Desktop/Lok Sabha Debates/1989/27-February-1989_Lok Sabha Debates.pdf,"drugs, sex"
